finding_id,name,pack_id,source_id,evaluation_mode,framework,control_id,control_ref,control_family,requirement_profile,requirement_name,requirement_source_id,entity_type,freshness_window,source_capability_status,compliance_evidence_status,requirement_match_status
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,payment-card-security,Payment Card Evidence,cardholder_data_environment,scoped_asset,90d,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,payment-card-security,Payment Card Evidence,vulnerability_scanner,pci_security_scan,30d,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
account-lateral-dormant,Account with a lateral movement finding to admin is inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,governance-risk,Governance and Risk Evidence,grc_policy_repository,control_document,365d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,governance-risk,Governance and Risk Evidence,risk_register,risk_record,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,governance-risk,Governance and Risk Evidence,grc_policy_repository,control_document,365d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,governance-risk,Governance and Risk Evidence,risk_register,risk_record,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,NIST 800-53 r5,SC-12,NIST 800-53 r5 SC-12,NIST 800-53 r5 SC System and Communications Protection,baseline-control-review,Baseline Control Review Evidence,control_owner_review,control_evidence_packet,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,data-protection,Data Protection Evidence,aws,protected_data_store,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,data-protection,Data Protection Evidence,github,secret_exposure_alert,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,payment-card-security,Payment Card Evidence,cardholder_data_environment,scoped_asset,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,payment-card-security,Payment Card Evidence,vulnerability_scanner,pci_security_scan,30d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,payment-card-security,Payment Card Evidence,cardholder_data_environment,scoped_asset,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,payment-card-security,Payment Card Evidence,vulnerability_scanner,pci_security_scan,30d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,payment-card-security,Payment Card Evidence,cardholder_data_environment,scoped_asset,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,payment-card-security,Payment Card Evidence,vulnerability_scanner,pci_security_scan,30d,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,data-protection,Data Protection Evidence,aws,protected_data_store,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,data-protection,Data Protection Evidence,github,secret_exposure_alert,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.1,SOC 2 CC6.1,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.1,SOC 2 CC6.1,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.1,SOC 2 CC6.1,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,policy,policy,event,SOC 2,CC6.2,SOC 2 CC6.2,SOC 2 CC6 Logical and Physical Access,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,governance-risk,Governance and Risk Evidence,grc_policy_repository,control_document,365d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,governance-risk,Governance and Risk Evidence,risk_register,risk_record,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,5,CIS Controls v8 5,CIS Controls v8 5 Account Management,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,governance-risk,Governance and Risk Evidence,grc_policy_repository,control_document,365d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,governance-risk,Governance and Risk Evidence,risk_register,risk_record,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,CIS Controls v8,6,CIS Controls v8 6,CIS Controls v8 6 Access Control Management,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-2,NIST 800-53 r5 AC-2,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,AC-6,NIST 800-53 r5 AC-6,NIST 800-53 r5 AC Access Control,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,github,repository_access,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,IA-5,NIST 800-53 r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,identity-access,Identity and Access Evidence,okta,identity_user,24h,source_capability_defined,partial_source_backed,source_coverage_matches_requirement
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,NIST 800-53 r5,SC-12,NIST 800-53 r5 SC-12,NIST 800-53 r5 SC System and Communications Protection,baseline-control-review,Baseline Control Review Evidence,control_owner_review,control_evidence_packet,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,data-protection,Data Protection Evidence,aws,protected_data_store,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,data-protection,Data Protection Evidence,github,secret_exposure_alert,24h,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,payment-card-security,Payment Card Evidence,cardholder_data_environment,scoped_asset,90d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,PCI DSS v4.0.1,3.5,PCI DSS v4.0.1 3.5,PCI DSS v4.0.1 3 Account Data Protection,payment-card-security,Payment Card Evidence,vulnerability_scanner,pci_security_scan,30d,source_capability_defined,partial_source_backed,requirement_defined
admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,policy,policy,event,PCI DSS v4.0.1,7.2,PCI DSS v4.0.1 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,identity-access,Identity and Access Evidence,aws,iam_entitlement,24h,source_capability_defined,partial_source_backed,requirement_defined
